"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   9.67993164062E+00  -7.40991210938E+00  C_6402_14   
   1.10500488281E+01  -1.23100585938E+01  C_6402_15   
   1.26499023438E+01  -8.26000976562E+00  C_6402_16   
   1.37048339844E+01  -1.02600097656E+01  C_6402_17   
   1.44035644531E+01  -1.12700195312E+01  C_6402_18   
   1.50756835938E+01  -1.01799316406E+01  C_6402_19   
   1.63444824219E+01  -1.03598632812E+01  C_6402_20   
   1.64377441406E+01  -1.20400390625E+01  C_6402_21   
   1.67600097656E+01  -1.09799804688E+01  C_6402_22   
   1.72409667969E+01  -1.16699218750E+01  C_6402_23   
   2.21490039062E+03   2.20195996094E+03  C_6432_1    
   3.98681640625E-01  -2.26000976562E+00  C_6432_2    
   7.62939453125E-01  -2.69995117188E+00  C_6432_3    
   1.56201171875E+00  -3.58007812500E+00  C_6432_4    
   2.29394531250E+00  -6.22998046875E+00  C_6432_5    
   3.02587890625E+00  -7.05004882812E+00  C_6432_6    
   3.78857421875E+00  -7.22998046875E+00  C_6432_7    
   4.54809570312E+00  -8.54003906250E+00  C_6432_8    
   5.39282226562E+00  -9.06005859375E+00  C_6432_9    
   6.59472656250E+00  -9.06005859375E+00  C_6432_10   
   8.39648437500E+00  -9.32006835938E+00  C_6432_11   
   1.11606445312E+01  -8.19995117188E+00  C_6432_12   
   1.20629882812E+01  -9.95996093750E+00  C_6432_13   
   1.38666992188E+01  -1.61599121094E+01  C_6432_14   
   1.58349609375E+01  -1.77800292969E+01  C_6432_15   
   1.85864257812E+01  -2.11098632812E+01  C_6432_16   
   1.93359375000E+01  -2.19799804688E+01  C_6432_17   
   2.00251464844E+01  -2.27600097656E+01  C_6432_18   
   2.12260742188E+01  -2.39599609375E+01  C_6432_19   
   2.14216308594E+01  -2.49599609375E+01  C_6432_20   
   2.21437744141E+03   2.20685009766E+03  C_6501_1    
   5.26855468750E-01  -8.60107421875E-01  C_6501_2    
   9.62646484375E-01  -2.25000000000E+00  C_6501_3    
   1.88037109375E+00  -1.95019531250E+00  C_6501_4    
   2.74462890625E+00  -4.58007812500E+00  C_6501_5    
   3.56860351562E+00  -5.20019531250E+00  C_6501_6    
   4.39770507812E+00  -5.64013671875E+00  C_6501_7    
   5.26586914062E+00  -6.80004882812E+00  C_6501_8    
   6.20800781250E+00  -8.75000000000E+00  C_6501_9    
   7.42211914062E+00  -9.15014648438E+00  C_6501_10   
   9.07299804688E+00  -1.35000000000E+01  C_6501_11   
   1.06208496094E+01  -1.04702148438E+01  C_6501_12   
